Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Second Class,Consumer,United States,Mission Viejo,California,92691,West,Office Supplies,Labels,26.25,7,0.0,12.6
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Technology,Accessories,166.24,1,0.0,24.936
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,33.4,5,0.0,16.032
Standard Class,Consumer,United States,Long Beach,California,90805,West,Furniture,Tables,369.912,3,0.2,-13.8717
Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,146.82,3,0.0,73.41
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,49.98,2,0.0,8.4966
Same Day,Corporate,United States,San Diego,California,92105,West,Furniture,Tables,567.12,10,0.2,-28.356
Same Day,Corporate,United States,San Diego,California,92105,West,Office Supplies,Storage,359.32,4,0.0,7.1864
First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Copiers,1199.976,3,0.2,374.9925
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,79.92,4,0.0,28.7712
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,58.32,9,0.0,27.9936
First Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Chairs,544.008,3,0.2,40.8006
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,59.94,3,0.0,28.1718
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,23.92,4,0.0,11.7208
First Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,4.28,1,0.0,1.926
Second Class,Consumer,United States,Lancaster,California,93534,West,Office Supplies,Binders,17.456,2,0.2,5.8914
Standard Class,Consumer,United States,Lancaster,California,93534,West,Furniture,Chairs,348.928,2,0.2,34.8928
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,9.96,2,0.0,4.5816
Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,21.72,4,0.0,10.6428
Standard Class,Consumer,United States,Lake Elsinore,California,92530,West,Furniture,Chairs,283.92,5,0.2,17.745
First Class,Corporate,United States,San Diego,California,92105,West,Furniture,Furnishings,22.23,1,0.0,7.3359
First Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,215.968,2,0.2,18.8972
First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,18.28,2,0.0,6.2152
Same Day,Consumer,United States,Santa Ana,California,92704,West,Furniture,Furnishings,18.28,2,0.0,6.2152
Same Day,Consumer,United States,Santa Ana,California,92704,West,Technology,Accessories,1399.93,7,0.0,601.9699
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,67.8,4,0.0,4.068
Standard Class,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,167.97,3,0.0,40.3128
First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,37.44,4,0.2,11.7
First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,26.976,4,0.2,8.7672
First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Supplies,11.36,2,0.0,3.2944
First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Labels,14.62,2,0.0,6.8714
Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Art,5.16,2,0.0,1.3416
Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Paper,38.88,6,0.0,18.6624
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,7.36,2,0.0,0.1472
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,23.1,2,0.0,10.626
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,13.48,4,0.0,5.9312
Second Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Binders,13.944,3,0.2,4.5318
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,83.76,12,0.0,1.6752
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,34.68,6,0.0,16.9932
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Storage,155.82,7,0.0,42.0714
First Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,70.008,3,0.2,24.5028
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,20.04,3,0.0,9.6192
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,64.96,2,0.0,2.5984
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,12.96,2,0.0,6.2208
Standard Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Paper,12.96,2,0.0,6.2208
Standard Class,Corporate,United States,Riverside,California,92503,West,Office Supplies,Appliances,134.48,4,0.0,34.9648
First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Paper,17.12,2,0.0,8.0464
Standard Class,Corporate,United States,Torrance,California,90503,West,Office Supplies,Binders,6.096,2,0.2,2.2098
Standard Class,Corporate,United States,Torrance,California,90503,West,Furniture,Tables,1114.272,4,0.2,41.7852
Same Day,Consumer,United States,Oceanside,California,92054,West,Furniture,Furnishings,204.6,2,0.0,53.196
Standard Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,321.568,2,0.2,28.1372
First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,21.88,2,0.0,10.94
First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Fasteners,10.23,3,0.0,4.9104
First Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Paper,154.9,5,0.0,69.705
Standard Class,Consumer,United States,Murrieta,California,92563,West,Office Supplies,Storage,484.65,3,0.0,92.0835
First Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,151.72,4,0.0,27.3096
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,32.4,5,0.0,15.552
First Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Binders,11.808,2,0.2,4.2804
First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,36.624,3,0.2,13.734
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,1113.504,12,0.2,125.2692
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,99.99,1,0.0,37.9962
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,19.936,4,0.2,7.2268
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,65.568,2,0.2,22.9488
First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,194.848,4,0.2,12.178
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art,19.46,7,0.0,5.0596
Second Class,Corporate,United States,Oakland,California,94601,West,Technology,Phones,71.976,3,0.2,7.1976
Second Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Labels,3.15,1,0.0,1.512
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,120.15,9,0.0,33.642
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,219.184,2,0.2,19.1786
First Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Tables,447.84,5,0.2,11.196
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,7.04,4,0.0,2.0416
First Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,8.73,3,0.0,4.1031
First Class,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,29.29,1,0.0,9.6657
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,8.64,3,0.0,2.5056
Standard Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Paper,22.92,3,0.0,11.2308
Second Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,46.672,2,0.2,16.3352
Second Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Bookcases,119.833,1,0.15,-12.6882
Second Class,Consumer,United States,Encinitas,California,92024,West,Technology,Accessories,119.98,2,0.0,57.5904
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,6.3,2,0.0,3.024
First Class,Corporate,United States,Antioch,California,94509,West,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,204.6,2,0.0,53.196
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,8.72,4,0.0,2.8776
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,6.48,1,0.0,3.1104
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,686.32,2,0.2,223.054
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,62.18,1,0.0,16.7886
Second Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,195.184,1,0.2,19.5184
Second Class,Consumer,United States,Escondido,California,92025,West,Office Supplies,Art,53.94,3,0.0,15.6426
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,16.52,5,0.2,5.5755
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Labels,11.56,4,0.0,5.4332
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,81.92,4,0.0,22.1184
Second Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Phones,889.536,8,0.2,66.7152
Second Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Chairs,892.224,3,0.2,89.2224
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,223.92,4,0.0,109.7208
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,23.12,4,0.0,11.3288
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,249.75,9,0.0,44.955
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Phones,255.936,8,0.2,28.7928
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Envelopes,15.28,2,0.0,7.4872
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,8.73,1,0.0,2.9682
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,5.68,2,0.0,1.7608
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,764.688,6,0.2,95.586
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Tables,3610.848,12,0.2,135.4068
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Bookcases,254.9745,3,0.15,11.9988
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,6.57,3,0.0,1.7739
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,142.86,1,0.0,41.4294
Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,292.272,6,0.2,18.267
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Binders,13.216,4,0.2,4.4604
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Paper,32.4,5,0.0,15.552
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Supplies,32.94,3,0.0,9.2232
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Paper,114.2,5,0.0,52.532
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Labels,3.08,1,0.0,1.4784
Standard Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Binders,13.904,2,0.2,4.5188
Standard Class,Corporate,United States,Fairfield,California,94533,West,Office Supplies,Binders,20.72,2,0.2,6.475
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,26.96,2,0.0,7.0096
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Paper,46.76,7,0.0,22.4448
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Binders,17.712,3,0.2,6.4206
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Appliances,21.78,2,0.0,5.6628
First Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,161.94,3,0.0,9.7164
First Class,Consumer,United States,Pasadena,California,91104,West,Furniture,Chairs,161.568,2,0.2,-8.0784
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,38.88,6,0.0,18.6624
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Furnishings,183.84,8,0.0,62.5056
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Supplies,579.3,5,0.0,28.965
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Art,87.92,4,0.0,26.376
Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,37.05,3,0.0,16.302
Standard Class,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Binders,140.736,8,0.2,52.776
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,25.11,3,0.0,6.5286
Standard Class,Corporate,United States,San Francisco,California,94109,West,Technology,Phones,183.96,5,0.2,20.6955
Standard Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,17.61,3,0.0,8.4528
Standard Class,Corporate,United States,San Francisco,California,94109,West,Furniture,Tables,300.904,1,0.2,11.2839
Second Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Chairs,145.568,2,0.2,0.0
First Class,Home Office,United States,Pico Rivera,California,90660,West,Furniture,Furnishings,145.9,5,0.0,62.737
Second Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,29.6,2,0.0,14.8
Second Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,17.088,4,0.2,5.5536
Second Class,Home Office,United States,Costa Mesa,California,92627,West,Technology,Accessories,239.97,3,0.0,26.3967
Second Class,Home Office,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,37.74,3,0.0,12.8316
Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Binders,9.728,2,0.2,3.2832
Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Envelopes,14.75,5,0.0,7.08
Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Binders,29.8,5,0.2,9.3125
Second Class,Corporate,United States,Salinas,California,93905,West,Office Supplies,Labels,427.42,14,0.0,196.6132
