Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,388.704,6,0.2,-4.8588
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,8.26,2,0.0,3.7996
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,17.04,4,0.0,6.9864
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,34.4,5,0.0,15.824
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,20.7,2,0.0,9.936
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,488.646,3,0.1,86.8704
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,5.56,2,0.0,1.4456
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,47.12,8,0.0,20.7328
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,23.36,4,0.2,7.884
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,39.98,2,0.0,13.5932
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,35.91,3,0.0,9.6957
First Class,Home Office,United States,New Rochelle,New York,10801,East,Technology,Machines,69.99,1,0.0,30.0957
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,207.846,3,0.1,2.3094
Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,59.52,3,0.0,15.4752
Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Storage,161.94,3,0.0,9.7164
Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,263.88,6,0.0,71.2476
Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,30.48,3,0.0,7.9248
Second Class,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,9.84,3,0.0,2.8536
Second Class,Consumer,United States,Auburn,New York,13021,East,Technology,Phones,35.12,4,0.0,9.1312
Standard Class,Corporate,United States,Lindenhurst,New York,11757,East,Office Supplies,Paper,55.48,1,0.0,26.6304
Standard Class,Consumer,United States,Troy,New York,12180,East,Furniture,Furnishings,40.2,3,0.0,19.296
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,14.7,5,0.0,6.615
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,704.25,5,0.0,84.51
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,5.96,2,0.0,1.6688
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,159.98,2,0.0,57.5928
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,449.15,5,0.0,8.983
Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Envelopes,11.07,3,0.0,5.0922
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,15.92,5,0.2,5.373
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,10.752,4,0.2,3.36
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,41.28,6,0.2,13.932
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,13.36,2,0.0,6.4128
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,72.45,7,0.0,34.776
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,13.96,4,0.0,6.4216
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,33.264,7,0.2,11.2266
Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,14.85,3,0.0,4.0095
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,40.48,2,0.0,15.7872
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,9.94,2,0.0,3.0814
Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,107.424,9,0.2,33.57
Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,37.91,1,0.0,10.9939
Second Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,88.02,3,0.0,27.2862
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,35.56,7,0.0,12.0904
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Paper,379.4,10,0.0,178.318
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,97.82,2,0.0,45.9754
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,103.12,8,0.0,10.312
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,459.95,5,0.0,18.398
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,14.352,3,0.2,4.6644
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,64.96,2,0.0,2.5984
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,68.6,4,0.0,18.522
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,191.984,2,0.2,4.7996
First Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,119.96,4,0.0,52.7824
First Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,883.92,5,0.2,-110.49
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,46.72,8,0.2,15.768
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,55.48,1,0.0,26.6304
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Office Supplies,Appliances,281.34,6,0.0,109.7226
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Technology,Phones,307.98,2,0.0,89.3142
Standard Class,Corporate,United States,Mount Vernon,New York,10550,East,Technology,Accessories,299.97,3,0.0,113.9886
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Paper,182.72,8,0.0,84.0512
First Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Tables,400.032,2,0.4,-153.3456
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,33.63,3,0.0,10.089
First Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Chairs,542.646,3,0.1,102.4998
First Class,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Labels,6.3,2,0.0,3.024
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,13.128,3,0.2,4.2666
First Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,132.79,7,0.0,63.7392
First Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,12.96,2,0.0,6.2208
First Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Labels,21.56,7,0.0,10.3488
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,355.32,9,0.0,99.4896
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,60.45,3,0.0,16.3215
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,11.52,4,0.0,3.3408
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Bookcases,186.048,4,0.2,9.3024
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,44.46,2,0.0,14.6718
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,242.94,3,0.0,9.7176
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,39.96,2,0.0,18.7812
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Supplies,102.3,10,0.0,26.598
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,21.36,2,0.0,5.7672
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,11.36,2,0.0,5.2256
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,106.344,7,0.2,37.2204
Second Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,68.472,3,0.2,23.1093
Second Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,1242.9,5,0.1,262.39
Standard Class,Consumer,United States,Rochester,New York,14609,East,Furniture,Furnishings,17.46,2,0.0,5.9364
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Technology,Accessories,149.95,5,0.0,14.995
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Office Supplies,Binders,51.312,3,0.2,18.6006
Second Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Paper,46.96,8,0.0,22.5408
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Bookcases,323.136,4,0.2,12.1176
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,90.93,7,0.0,2.7279
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,52.776,3,0.2,19.791
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,85.14,3,0.0,34.9074
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,21.99,1,0.0,10.5552
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,406.6,5,0.0,113.848
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,841.568,2,0.2,294.5488
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,9.82,2,0.0,4.8118
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,35.97,3,0.0,9.7119
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,12.96,2,0.0,6.2208
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,191.6,4,0.0,91.968
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,8.64,3,0.0,4.2336
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,501.81,3,0.0,0.0
Second Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,160.93,7,0.0,3.2186
Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,75.792,3,0.2,25.5798
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,599.292,6,0.1,93.2232
Standard Class,Corporate,United States,Auburn,New York,13021,East,Furniture,Furnishings,520.05,5,0.0,72.807
Standard Class,Corporate,United States,Auburn,New York,13021,East,Office Supplies,Art,17.97,3,0.0,5.2113
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,14.624,2,0.2,5.484
Same Day,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,2309.65,7,0.0,762.1845
Same Day,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,1090.782,7,0.4,-290.8752
Same Day,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,13.96,2,0.0,6.7008
Standard Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,155.82,3,0.0,63.8862
Standard Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,124.95,5,0.0,2.499
Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,601.65,5,0.0,156.429
Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,31.86,2,0.0,11.151
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,722.352,3,0.2,90.294
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,11.16,2,0.0,4.3524
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,108.4,2,0.0,22.764
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,82.344,3,0.2,27.7911
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,9.088,4,0.2,3.2944
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,8.64,2,0.2,3.024
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,Tables,836.592,8,0.4,-264.9208
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Paper,26.38,1,0.0,12.1348
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Storage,362.92,2,0.0,105.2468
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Machines,4899.93,7,0.0,2400.9657
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,9.99,1,0.0,4.5954
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,125.76,3,0.2,40.872
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,25.32,5,0.2,9.1785
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,109.48,2,0.0,33.9388
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,272.94,3,0.0,0.0
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,19.44,3,0.0,9.3312
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,31.92,4,0.0,8.2992
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,50.112,6,0.2,16.2864
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,11.21,1,0.0,3.363
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,9.144,3,0.2,3.2004
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Fasteners,14.07,7,0.0,6.8943
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,41.86,7,0.0,10.465
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,8.544,2,0.2,2.8836
Second Class,Corporate,United States,New York City,New York,10009,East,Furniture,Bookcases,579.136,4,0.2,21.7176
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,113.79,3,0.0,20.4822
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,78.15,1,0.0,34.386
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,1.728,1,0.2,0.6048
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,40.56,4,0.0,19.8744
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,182.94,3,0.0,3.6588
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,193.86,2,0.0,11.6316
Second Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Art,2.78,2,0.0,0.7228
Second Class,Consumer,United States,Buffalo,New York,14215,East,Office Supplies,Envelopes,79.96,2,0.0,35.982
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,22.0,4,0.0,5.5
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,398.352,3,0.2,124.485
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,8.72,4,0.0,3.5752
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,38.82,6,0.0,17.469
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,1141.938,9,0.1,139.5702
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,1704.56,13,0.0,511.368
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,3.2,2,0.0,1.376
Second Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Binders,17.472,3,0.2,6.3336
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,15.48,3,0.0,4.4892
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,39.88,2,0.0,11.1664
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,12.192,4,0.2,4.1148
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,20.82,3,0.0,7.4952
Second Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,29.78,2,0.0,8.0406
Second Class,Consumer,United States,New York City,New York,10011,East,Technology,Phones,677.58,3,0.0,176.1708
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,75.04,8,0.0,36.0192
Standard Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Art,47.82,3,0.0,14.346
Standard Class,Consumer,United States,Freeport,New York,11520,East,Office Supplies,Labels,13.05,5,0.0,6.003
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,17.216,4,0.2,6.0256
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,11.56,2,0.0,5.6644
First Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,88.4,4,0.0,11.492
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,6.48,1,0.0,3.1104
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,75.48,2,0.0,19.6248
Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,39.98,2,0.0,9.995
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,408.006,2,0.1,72.5344
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,165.28,4,0.0,14.8752
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,334.768,7,0.2,108.7996
First Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Fasteners,3.68,2,0.0,1.8032
Standard Class,Home Office,United States,Niagara Falls,New York,14304,East,Office Supplies,Art,17.28,6,0.0,5.0112
Standard Class,Home Office,United States,Niagara Falls,New York,14304,East,Office Supplies,Binders,17.712,3,0.2,6.4206
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Labels,28.91,7,0.0,13.2986
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,3.76,2,0.0,1.316
Second Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Envelopes,62.96,4,0.0,28.332
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Paper,5.88,1,0.0,2.8812
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,977.292,6,0.1,173.7408
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,17.88,3,0.2,5.5875
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,212.88,6,0.0,0.0
Second Class,Corporate,United States,Watertown,New York,13601,East,Furniture,Bookcases,1573.488,7,0.2,196.686
First Class,Consumer,United States,New York City,New York,10011,East,Technology,Copiers,559.992,1,0.2,174.9975
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Technology,Accessories,91.96,4,0.0,39.5428
Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,1044.63,5,0.4,-295.9785
First Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances,170.88,3,0.0,49.5552
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,307.98,2,0.0,89.3142
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Tables,382.806,9,0.4,-153.1224
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,41.96,2,0.0,2.9372
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,1217.568,2,0.2,456.588
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,47.04,3,0.0,18.3456
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,6.16,2,0.0,2.9568
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,979.95,5,0.0,274.386
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,143.7,3,0.0,68.976
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Fasteners,10.65,3,0.0,5.0055
First Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,247.8,4,0.0,34.692
First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,547.3,13,0.0,175.136
Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Storage,59.48,2,0.0,8.922
Second Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Paper,6.69,1,0.0,3.0774
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,523.25,5,0.0,141.2775
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Tables,1018.104,4,0.4,-373.3048
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,11.808,2,0.2,4.2804
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,1931.04,9,0.1,321.84
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,9.96,2,0.0,4.6812
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,7.712,2,0.2,2.7956
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Appliances,242.9,5,0.0,70.441
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,454.9,5,0.0,0.0
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,35.92,4,0.0,15.0864
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,39.76,8,0.0,12.3256
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,47.744,4,0.2,14.92
First Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Art,13.36,2,0.0,4.9432
Standard Class,Consumer,United States,New York City,New York,10011,East,Technology,Accessories,59.97,3,0.0,14.9925
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,83.36,1,0.0,20.84
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,48.94,1,0.0,24.47
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,63.84,8,0.0,16.5984
First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,347.97,3,0.0,100.9113
First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,37.008,6,0.2,11.565
First Class,Consumer,United States,New York City,New York,10009,East,Furniture,Bookcases,257.568,2,0.2,-28.9764
First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,119.96,4,0.0,33.5888
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Furniture,Bookcases,176.784,1,0.2,-22.098
Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Envelopes,29.34,3,0.0,14.67
Same Day,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,383.607,7,0.1,63.9345
Same Day,Consumer,United States,New York City,New York,10011,East,Office Supplies,Storage,563.4,4,0.0,67.608
Standard Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,18.96,2,0.0,8.532
First Class,Corporate,United States,Watertown,New York,13601,East,Office Supplies,Binders,895.92,5,0.2,302.373
First Class,Corporate,United States,Watertown,New York,13601,East,Furniture,Chairs,462.564,2,0.1,97.6524
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,23.1,2,0.0,6.468
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Furnishings,11.54,2,0.0,3.462
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Tables,254.526,1,0.4,-93.3262
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Appliances,12.98,1,0.0,3.7642
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,26.432,8,0.2,8.9208
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,197.97,3,0.0,57.4113
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Labels,18.9,6,0.0,9.072
Standard Class,Corporate,United States,New York City,New York,10009,East,Furniture,Chairs,1282.41,5,0.1,213.735
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,4.92,3,0.0,2.214
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,238.0,2,0.0,38.08
Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Accessories,167.97,3,0.0,40.3128
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,17.12,4,0.0,7.704
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,122.12,4,0.0,56.1752
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,18.45,5,0.0,8.6715
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,324.9,5,0.0,38.988
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,146.73,3,0.0,68.9631
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Fasteners,3.96,2,0.0,1.4652
